FID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
48,29,MISSOURI,MO,Clay,29047,"Clay County, Missouri",397.639193399,233135.0,0.0,95107.0,154.0,88389.0,731.0,20867.0,1707.0,6585.0,646.0,30531.0,506.0,11437.0,828.0,29740.0,46.0,58158.0,0.0,26793.0,1067.0,8089.0,566.3,40930.0,175.0,2619.0,428.6,10195.0,680.0,1980.0,255.0,1112.0,243.7,3572.0,388.0,2737.0,336.0,9.1,0.7,5.2,0.5,30531.0,506.0,7.3,0.5,12.8,0.1,24.9,0.0,11.6,0.5,9.2,0.6,17.6,0.1,1.2,0.2,10.7,0.7,2.1,0.3,1.3,0.3,4.0,0.4,1.2,0.1,0.0351,0.2719,0.0263,0.0351,0.3684,0.0351,0.0439,0.8596,0.0263,0.7105,1.6404,0.2193,0.8684,0.8684,1.7368,0.886,0.9474,0.0351,0.1842,0.1053,0.193,1.4649,0.0614,5.2105,0.1228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21127.0,1536.0,9.1,0.7,212965.0
49,29,MISSOURI,MO,Clinton,29049,"Clinton County, Missouri",418.95800143,20494.0,0.0,8888.0,59.0,8118.0,161.0,1887.0,331.0,515.0,128.0,26551.0,941.0,1055.0,173.0,3495.0,40.0,4940.0,34.0,2487.0,245.0,931.0,190.2,1252.0,18.0,29.0,76.6,101.0,44.2,432.0,129.0,124.0,81.4,284.0,98.0,462.0,126.0,9.5,1.6,5.0,1.2,26551.0,941.0,7.5,1.2,17.1,0.2,24.1,0.2,12.4,1.2,11.5,2.3,6.1,0.1,0.1,0.4,1.1,0.5,4.9,1.5,1.5,1.0,3.5,1.2,2.3,0.6,0.0614,0.2456,0.0877,0.0526,0.4474,0.0526,0.3947,0.7281,0.0789,0.9474,2.1491,0.6404,0.5526,0.2719,0.8246,0.4123,0.2544,0.1053,0.3509,0.0351,0.6053,1.3509,0.0175,4.7719,0.0789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2367.0,426.0,11.8,2.1,14543.0
50,29,MISSOURI,MO,Cole,29051,"Cole County, Missouri",391.512594431,76603.0,0.0,32802.0,141.0,29658.0,430.0,9067.0,1004.0,1916.0,291.0,26557.0,967.0,4518.0,366.0,10788.0,74.0,17554.0,46.0,10186.0,699.0,2939.0,400.4,14058.0,333.0,197.0,127.2,2155.0,307.8,1191.0,218.0,360.0,130.6,1970.0,324.0,4860.0,292.0,12.6,1.4,5.0,0.7,26557.0,967.0,8.7,0.7,14.1,0.1,22.9,0.1,14.0,1.0,9.9,1.3,18.4,0.4,0.3,0.2,6.6,0.9,3.6,0.7,1.2,0.4,6.6,1.1,6.3,0.4,0.1316,0.2456,0.0789,0.0789,0.5351,0.0702,0.114,0.4386,0.1667,0.8158,1.5351,0.193,0.886,0.4825,1.3684,0.7281,0.9035,0.0702,0.1404,0.6228,0.8509,2.5877,0.5351,6.0263,0.1842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6650.0,673.0,9.2,0.9,95108.0
51,29,MISSOURI,MO,Cooper,29053,"Cooper County, Missouri",564.76613523,17613.0,0.0,7444.0,86.0,6550.0,181.0,2137.0,316.0,444.0,104.0,22822.0,1492.0,1325.0,155.0,2933.0,51.0,3882.0,25.0,2396.0,210.0,567.0,100.0,2006.0,20.0,16.0,62.9,126.0,58.8,464.0,73.0,83.0,36.1,290.0,86.0,1579.0,186.0,13.3,2.0,5.4,1.2,22822.0,1492.0,11.0,1.3,16.7,0.3,22.0,0.1,14.9,1.3,8.7,1.5,11.4,0.1,0.1,0.4,1.7,0.8,6.2,1.0,1.3,0.6,4.4,1.3,9.0,1.1,0.1754,0.2807,0.3421,0.2193,1.0175,0.1842,0.3333,0.2807,0.2281,0.5702,1.4123,0.1667,0.7544,0.2018,0.9561,0.5088,0.4211,0.1754,0.2018,0.1754,0.9298,1.9035,0.2105,5.2895,0.1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1607.0,233.0,10.0,1.5,15354.0
52,29,MISSOURI,MO,Dent,29065,"Dent County, Missouri",752.760126447,15578.0,0.0,7242.0,33.0,5889.0,215.0,3426.0,528.0,527.0,124.0,19929.0,1811.0,2298.0,312.0,3129.0,30.0,3592.0,65.0,3823.0,289.0,429.0,93.4,778.0,17.0,10.0,67.8,46.0,30.5,1457.0,194.0,136.0,73.3,454.0,99.0,213.0,68.0,22.4,3.5,8.1,1.9,19929.0,1811.0,21.1,2.9,20.1,0.2,23.1,0.4,24.8,1.9,7.3,1.6,5.0,0.1,0.1,0.5,0.6,0.4,20.1,2.7,2.3,1.2,7.7,1.7,1.4,0.4,0.8158,0.7281,0.7193,0.8947,3.1579,0.8333,0.7456,0.4825,0.9298,0.2807,2.4386,0.7544,0.3246,0.1754,0.5,0.2105,0.1228,0.886,0.7193,0.8158,0.2982,2.8421,0.6579,8.9386,0.7719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2828.0,381.0,18.4,2.5,12735.0
53,29,MISSOURI,MO,Douglas,29067,"Douglas County, Missouri",813.63109247,13467.0,0.0,6458.0,23.0,5110.0,235.0,2704.0,467.0,364.0,139.0,17261.0,1482.0,1924.0,239.0,3004.0,4.0,2904.0,56.0,2911.0,361.0,296.0,132.0,296.0,67.0,31.0,78.3,54.0,54.7,1013.0,189.0,149.0,85.4,187.0,106.0,133.0,29.0,20.5,3.5,6.8,2.6,17261.0,1482.0,19.9,2.5,22.3,0.1,21.6,0.4,21.8,2.7,5.8,2.6,2.2,0.5,0.2,0.6,0.8,0.8,15.7,2.9,2.9,1.7,3.7,2.1,1.0,0.2,0.7193,0.5789,0.9825,0.8596,3.1404,0.8246,0.8596,0.2281,0.7982,0.0965,1.9825,0.4825,0.0,0.4474,0.4474,0.1579,0.1667,0.7456,0.8421,0.0702,0.0877,1.9123,0.2193,7.4825,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2270.0,328.0,17.0,2.5,10368.0
54,29,MISSOURI,MO,Greene,29077,"Greene County, Missouri",675.319187687,285449.0,0.0,129308.0,332.0,119141.0,861.0,51145.0,2331.0,8397.0,616.0,24537.0,500.0,16357.0,764.0,43631.0,117.0,60019.0,0.0,38789.0,1133.0,10055.0,676.7,32817.0,156.0,1922.0,385.9,17257.0,841.6,3988.0,481.0,1600.0,293.0,7654.0,657.0,11281.0,727.0,18.7,0.8,5.8,0.4,24537.0,500.0,8.8,0.4,15.3,0.1,21.0,0.0,13.8,0.4,8.4,0.6,11.5,0.1,0.7,0.1,13.3,0.6,3.1,0.4,1.3,0.2,6.4,0.6,4.0,0.3,0.5965,0.3947,0.1754,0.0877,1.2544,0.2544,0.2018,0.1316,0.1491,0.5351,1.0175,0.0526,0.7632,0.7719,1.5351,0.8421,0.9737,0.0526,0.2368,0.5351,0.7632,2.5614,0.5088,6.3684,0.2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,36529.0,1768.0,13.0,0.6,327959.0
55,29,MISSOURI,MO,Laclede,29105,"Laclede County, Missouri",764.724259855,35505.0,0.0,15773.0,57.0,13740.0,317.0,6698.0,948.0,1371.0,292.0,19552.0,735.0,4395.0,398.0,5933.0,73.0,8618.0,38.0,6779.0,629.0,1481.0,318.1,2125.0,23.0,14.0,88.7,356.0,104.6,2797.0,327.0,485.0,174.6,897.0,201.0,366.0,111.0,19.2,2.7,8.4,1.8,19552.0,735.0,18.2,1.7,16.7,0.2,24.3,0.1,19.3,1.8,10.8,2.3,6.0,0.1,0.0,0.3,2.3,0.7,17.7,2.1,3.5,1.3,6.5,1.5,1.0,0.3,0.6404,0.7632,0.7632,0.7895,2.9561,0.7895,0.3333,0.7807,0.6754,0.8947,2.6842,0.8772,0.5439,0.1316,0.6754,0.2982,0.5877,0.8333,0.9211,0.5702,0.114,3.0263,0.8158,9.3421,0.8509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5356.0,710.0,15.2,2.0,33382.0
56,29,MISSOURI,MO,Lincoln,29113,"Lincoln County, Missouri",626.55729313,54286.0,0.0,21110.0,94.0,18415.0,436.0,7358.0,1195.0,2143.0,391.0,22833.0,777.0,4512.0,481.0,6663.0,86.0,14292.0,32.0,8876.0,742.0,1663.0,275.9,3535.0,26.0,173.0,130.0,298.0,114.9,3564.0,388.0,376.0,123.3,698.0,178.0,714.0,219.0,13.8,2.2,8.1,1.5,22833.0,777.0,12.8,1.4,12.3,0.2,26.3,0.1,16.5,1.4,9.0,1.5,6.5,0.0,0.3,0.3,1.4,0.5,16.9,1.8,2.0,0.7,3.8,1.0,1.3,0.4,0.2018,0.7281,0.3333,0.3684,1.6316,0.3947,0.0351,0.9649,0.4211,0.6579,2.0789,0.5965,0.5789,0.5702,1.1491,0.5877,0.3421,0.8158,0.5877,0.0789,0.2544,2.0789,0.2807,6.9386,0.3509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5178.0,661.0,9.6,1.2,40199.0
57,29,MISSOURI,MO,Livingston,29117,"Livingston County, Missouri",532.321256754,15057.0,0.0,6739.0,79.0,5737.0,165.0,2463.0,310.0,303.0,90.0,22804.0,1747.0,1492.0,172.0,2957.0,63.0,3235.0,40.0,2049.0,214.0,487.0,107.8,1007.0,17.0,0.0,68.0,189.0,81.4,506.0,113.0,79.0,44.7,374.0,87.0,1333.0,174.0,17.8,2.2,4.3,1.3,22804.0,1747.0,14.0,1.6,19.6,0.4,21.5,0.3,14.8,1.5,8.5,1.9,6.7,0.1,0.0,0.5,2.8,1.2,7.5,1.7,1.4,0.8,6.5,1.5,8.9,1.2,0.5,0.0789,0.3509,0.5088,1.4386,0.3246,0.693,0.2193,0.2193,0.5526,1.6842,0.2456,0.5877,0.0,0.5877,0.2544,0.7105,0.2281,0.2632,0.5702,0.9211,2.693,0.5877,6.4035,0.2544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1884.0,259.0,13.6,1.9,14626.0
58,29,MISSOURI,MO,Madison,29123,"Madison County, Missouri",494.389456115,12403.0,0.0,5943.0,200.0,4685.0,313.0,1978.0,400.0,331.0,109.0,19009.0,1425.0,1716.0,249.0,2346.0,18.0,2880.0,208.0,2949.0,382.0,273.0,114.4,624.0,17.0,0.0,68.0,84.0,74.7,814.0,152.0,59.0,65.3,331.0,107.0,180.0,59.0,16.4,3.3,6.1,2.0,19009.0,1425.0,20.0,3.0,18.9,0.1,23.2,1.7,24.1,3.1,5.8,2.4,5.0,0.1,0.0,0.6,1.4,1.3,13.7,2.6,1.3,1.4,7.1,2.2,1.5,0.5,0.3596,0.4737,0.8509,0.8684,2.5526,0.7193,0.5965,0.5088,0.9035,0.1053,2.114,0.6053,0.3333,0.0,0.3333,0.0789,0.3509,0.6228,0.193,0.7193,0.3333,2.2193,0.307,7.2193,0.4211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1548.0,376.0,12.7,3.1,11021.0
59,29,MISSOURI,MO,Pettis,29159,"Pettis County, Missouri",682.222789517,42193.0,0.0,18204.0,72.0,16004.0,299.0,7000.0,815.0,1305.0,243.0,20643.0,947.0,4711.0,346.0,6445.0,77.0,10562.0,45.0,7390.0,504.0,1602.0,239.6,6059.0,32.0,1019.0,239.4,754.0,154.5,1012.0,174.0,441.0,125.3,1254.0,210.0,865.0,145.0,16.9,2.0,6.5,1.2,20643.0,947.0,16.9,1.2,15.3,0.2,25.0,0.1,17.8,1.2,10.0,1.5,14.4,0.1,2.6,0.6,4.1,0.8,5.6,1.0,2.8,0.8,7.8,1.3,2.1,0.3,0.4035,0.5175,0.5877,0.7281,2.2368,0.614,0.2018,0.886,0.5614,0.8596,2.5088,0.7982,0.8333,0.9737,1.807,0.9474,0.7982,0.1404,0.8158,0.8246,0.5614,3.1404,0.8421,9.693,0.9035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6003.0,594.0,14.5,1.4,44435.0
60,29,MISSOURI,MO,Pike,29163,"Pike County, Missouri",670.438530607,18475.0,0.0,7827.0,83.0,6653.0,218.0,2447.0,433.0,440.0,111.0,19900.0,892.0,2506.0,310.0,3032.0,40.0,4039.0,25.0,2568.0,245.0,651.0,155.4,2138.0,3.0,78.0,80.5,188.0,51.0,835.0,154.0,94.0,45.7,415.0,98.0,2336.0,170.0,15.2,2.7,5.6,1.5,19900.0,892.0,19.6,2.4,16.4,0.2,21.9,0.1,15.8,1.5,9.8,2.3,11.6,0.0,0.4,0.5,2.4,0.7,10.7,2.0,1.4,0.7,6.2,1.5,12.6,0.9,0.2895,0.3246,0.7281,0.8421,2.1842,0.5877,0.2719,0.2719,0.386,0.7982,1.7281,0.2807,0.7719,0.6491,1.4211,0.7632,0.6491,0.4737,0.2895,0.5088,0.9737,2.8947,0.6842,8.2281,0.6754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2229.0,299.0,13.8,1.9,16927.0
61,29,MISSOURI,MO,Platte,29165,"Platte County, Missouri",420.195829384,94970.0,0.0,40228.0,107.0,37699.0,479.0,6689.0,880.0,2427.0,354.0,36160.0,1199.0,3016.0,343.0,12252.0,126.0,22766.0,0.0,9975.0,654.0,3368.0,397.6,16675.0,76.0,866.0,235.8,4995.0,504.6,269.0,87.0,488.0,179.8,1787.0,287.0,846.0,216.0,7.1,0.9,4.6,0.7,36160.0,1199.0,4.7,0.5,12.9,0.1,24.0,0.0,10.6,0.7,8.9,1.0,17.6,0.1,1.0,0.3,12.4,1.3,0.7,0.2,1.3,0.5,4.7,0.8,0.9,0.2,0.0175,0.1579,0.0088,0.0,0.1842,0.0088,0.0526,0.693,0.0175,0.6316,1.3947,0.1579,0.8772,0.8333,1.7105,0.8772,0.9561,0.0175,0.2193,0.2368,0.0614,1.4912,0.0702,4.7807,0.0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7052.0,786.0,7.5,0.8,90258.0
62,29,MISSOURI,MO,Randolph,29175,"Randolph County, Missouri",482.711627379,25081.0,0.0,10665.0,96.0,8471.0,301.0,4025.0,524.0,782.0,171.0,18615.0,881.0,2327.0,249.0,3910.0,114.0,5633.0,104.0,4130.0,358.0,691.0,156.3,2705.0,33.0,56.0,80.1,257.0,109.1,1485.0,174.0,95.0,51.7,550.0,140.0,2287.0,245.0,17.6,2.3,7.5,1.6,18615.0,881.0,13.6,1.5,15.6,0.5,22.5,0.4,17.9,1.6,8.2,1.8,10.8,0.1,0.2,0.3,2.4,1.0,13.9,1.6,1.1,0.6,6.5,1.6,9.1,1.0,0.4649,0.6667,0.886,0.4825,2.5,0.6842,0.2368,0.3684,0.5702,0.4825,1.6579,0.2281,0.7281,0.4298,1.1579,0.614,0.6579,0.6404,0.0965,0.5702,0.9386,2.9035,0.693,8.2193,0.6579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2581.0,387.0,11.2,1.7,26261.0
63,29,MISSOURI,MO,St. Charles,29183,"St. Charles County, Missouri",560.42437268,379856.0,0.0,147545.0,612.0,140664.0,865.0,22765.0,1688.0,8835.0,683.0,34021.0,439.0,14488.0,781.0,50312.0,91.0,92744.0,47.0,36635.0,1323.0,10649.0,650.5,45537.0,115.0,1977.0,338.5,11721.0,788.7,4319.0,350.0,906.0,178.8,4754.0,410.0,6843.0,1583.0,6.1,0.4,4.2,0.3,34021.0,439.0,5.7,0.3,13.2,0.1,24.4,0.0,9.7,0.3,7.6,0.5,12.0,0.0,0.6,0.1,7.9,0.5,2.9,0.2,0.6,0.1,3.4,0.3,1.8,0.4,0.0,0.0614,0.0175,0.0088,0.0877,0.0,0.0614,0.8158,0.0,0.3596,1.2368,0.0789,0.7807,0.6754,1.4561,0.7895,0.9211,0.0439,0.0263,0.0263,0.4737,1.4912,0.0789,4.2719,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,23195.0,1486.0,6.1,0.4,339076.0
